,DP1806001180,DP1806001183,DP1806001186,DP1806001189,DP1806001192,DP1806001195,DP1806001198,DP1806001201,DP1806001204,DP1806001207,DP1806001210,DP1806001222,DP1806001225,DP1806001231,DP1806001234,DP1806001237,DP1806001240,DP1806001246,DP1806001261,DP1806001264,DP1806001270,DP1806001276,DP1806001279,DP1806001282,DP1806001285,DP1806001291,DP1806001300,DP1806001309,DP1806001321,DP1806001339,DP1806001342,DP1806001348,DP1806001351,DP1806001354,DP1806001369,DP1806001372,DP1806001378,DP1806001381,DP1806001387,DP1806001390,DP1806001393,DP1806001396,DP1806001399,DP1806001402,DP1806001405,DP1806001435,DP1807004388,DP1807004400,DP1807004406,DP1807004415,DP1807004418,DP1807004424,DP1807004427,DP1807004430,DP1807004436,DP1807004439,DP1807004442,DP1807004445,DP1807004448,DP1807004451,DP1807004457,DP1807004463,DP1807004469,DP1807004474,DP1807004477,DP1807004483,DP1807004492,DP1807004495,DP1807004498,DP1807004510,DP1807004516,DP1807004519,DP1807004522,DP1807004525,DP1807004528,DP1807004531,DP1807004537,DP1808006726,DP1808006729,DP1808006732,DP1808006738,DP1808006741,DP1808006747,DP1808006756,DP1808006759,DP1808006768,DP1808006774,DP1808006777,DP1808006780,DP1808006783,DP1808006792,DP1808006798,DP1808006801,DP1808006804,DP1808006807,DP1808006810,DP1808006813,DP1808006816,DP1808006819,DP1808006822,DP1808006825,DP1808006828,DP1808006831,DP1808006834,DP1808006837,DP1808006840,DP1808006843,DP1808006846,DP1808006849,DP1808006852,DP1808006858,DP1808006861,DP1808006864,DP1808006867,DP1808006870,DP1808006876,DP1808006879,DP1808006882,DP1808006885,DP1808006888,DP1808006891,DP1808006894,DP1808006897,DP1808006906,DP1808006914,DP1806001288,DP1806001327,DP1806001366,DP1806001384,DP1808006762,DP1806001249,DP1806001363,DP1807004534,DP1808006744,DP1806001306,DP1806001360,DP1806001273,DP1806001357,DP1808006910,DP1806001297,DP1807004421,DP1808006786,DP1808006789,DP1808006765,DP1808006795,DP1806001294,DP1806001333,DP1807004513,DP1806001330,DP1806001423,DP1808006750,DP1808006723,DP1806001213,DP1806001243,DP1807004409,DP1807004412,DP1807004454,DP1807004466,DP1807004480,DP1807004507,DP1808006855,DP1807004460,DP1807004504,DP1808006771,DP1806001258,DP1806001219,DP1806001228,DP1807004489,DP1806001420,DP1807004540,DP1807004472,DP1808006900,DP1808006753,DP1807004486,DP1806001318,DP1807004501,DP1806001324,DP1807004564,DP1807004561,DP1806001408,DP1806001417,DP1806001471,DP1806001447,DP1806001453,DP1807004292,DP1806001456,DP1806001459,DP1806001465,DP1808006705,DP1806001438,DP1806001462,DP1808006720,DP1808006684,DP1806001468,DP1806001411,DP1806001414,DP1807004543,DP1807004549,DP1807004552,DP1807004558,DP1807004567,DP1807004573,DP1807004576,DP1808006633,DP1808006639,DP1808006642,DP1808006645,DP1808006648,DP1808006651,DP1808006654,DP1808006657,DP1808006663,DP1808006666,DP1808006669,DP1808006675,DP1808006678,DP1808006681,DP1808006687,DP1808006693,DP1808006696,DP1808006699,DP1808006702,DP1808006708,DP1808006714,DP1808006717,DP1808006660,DP1808006672,DP1807004546,DP1807004289,DP1808006630,DP1808006711,DP1807004555,DP1808006627,DP1808006873,DP1806001480,DP1806001429,DP1807004403,DP1807004379,DP1807004340,DP1807004570,DP1806001477,DP1806001483,DP1806001474,DP1807004283,DP1807004319,DP1807004298,DP1807004371,DP1807004346,DP1807004286,DP1807004295,DP1807004301,DP1807004304,DP1807004307,DP1807004313,DP1807004316,DP1807004322,DP1807004325,DP1807004328,DP1807004331,DP1807004334,DP1807004337,DP1807004343,DP1807004349,DP1807004352,DP1807004355,DP1807004358,DP1807004361,DP1807004365,DP1807004368,DP1807004374,DP1807004376,DP1807004382,DP1807004385,DP1807004391,DP1807004394,DP1807004397
K08095,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K09472,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K10533,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,,,,,1.0,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K11081,0.0,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,,,,0.0,0.0,,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,0.0,1.0,,0.0,0.0,,,,,0.0,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,1.0,1.0,,1.0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K11084,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,,,,,0.0,,0.0,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,,,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K11534,0.0,0.0,,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K11609,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,0.0,,1.0,0.0,0.0,,,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K11610,0.0,0.0,,,,,,,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,0.0,,,,,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,1.0,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,1.0,,0.0,,,,,,0.0,,,,,,,0.0,,0.0,0.0,,0.0,1.0,,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,,0.0,,0.0,0.0,,1.0,,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K11611,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,0.0,,0.0,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,,0.0,,,,,,0.0,,,,0.0,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,,1.0,,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K12421,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K12429,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,,1.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K12950,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,,,,,,0.0,1.0,,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,0.0,,,0.0,,,0.0,,0.0,,,,,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,0.0,1.0,,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K13669,,,,,0.0,,0.0,,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,,,,,0.0,,0.0,,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,1.0,,,,,0.0,,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K14698,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K14953,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,0.0,0.0,,,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,1.0,,1.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
